Category;Variable Name;Value
Melodic Interval Distribution;12;Octave;246
Melodic Interval Distribution;14;Octave + Major Second;13
Melodic Interval Distribution;15;Octave + Minor Third;21
Melodic Interval Distribution;16;Octave + Major Third;42
Melodic Interval Distribution;17;Octave + Perfect Fourth;34
Melodic Interval Distribution;18;Octave + Tritone;4
Melodic Interval Distribution;19;Octave + Perfect Fifth;42
Melodic Interval Distribution;20;Octave + Minor Sixth;13
Melodic Interval Distribution;21;Octave + Major Sixth;13
Melodic Interval Distribution;22;Octave + Minor Seventh;8
Melodic Interval Distribution;23;Octave + Major Seventh;3
Melodic Interval Distribution;24;2 Octaves;42
Melodic Interval Distribution;25;2 Octaves + Minor Second;2
Melodic Interval Distribution;26;2 Octaves + Major Second;6
Melodic Interval Distribution;27;2 Octaves + Minor Third;18
Melodic Interval Distribution;28;2 Octaves + Major Third;33
Melodic Interval Distribution;29;2 Octaves + Perfect Fourth;6
Melodic Interval Distribution;30;2 Octaves + Tritone;2
Melodic Interval Distribution;31;2 Octaves + Perfect Fifth;9
Melodic Interval Distribution;32;2 Octaves + Minor Sixth;5
Melodic Interval Distribution;33;2 Octaves + Major Sixth;5
Melodic Interval Distribution;34;2 Octaves + Minor Seventh;2
Melodic Interval Distribution;36;3 Octaves;14
Melodic Interval Distribution;39;3 Octaves + Minor Third;3
Melodic Interval Distribution;40;3 Octaves + Major Third;2
Melodic Interval Distribution;41;3 Octaves + Perfect Fourth;4
Melodic Interval Distribution;43;3 Octaves + Perfect Fifth;3
Melodic Interval Distribution;45;3 Octaves + Major Sixth;2
Melodic Interval Distribution;48;4 Octaves;1
Melodic Interval Distribution;52;4 Octaves + Major Third;2
Melodic Interval Distribution;53;4 Octaves + Perfect Fourth;1
Melodic Interval Distribution;54;4 Octaves + Tritone;1
Melodic Interval Distribution;57;4 Octaves + Major Sixth;1

Harmonic Tension Timeline;Time (s);Tension Score
Harmonic Tension Timeline;0,000;0
Harmonic Tension Timeline;0,569;0
Harmonic Tension Timeline;0,569;0
Harmonic Tension Timeline;0,569;3
Harmonic Tension Timeline;0,580;3
Harmonic Tension Timeline;0,580;9
Harmonic Tension Timeline;0,580;33
Harmonic Tension Timeline;0,580;54
Harmonic Tension Timeline;0,639;54
Harmonic Tension Timeline;0,639;72
Harmonic Tension Timeline;0,661;72
Harmonic Tension Timeline;0,661;28
Harmonic Tension Timeline;0,684;28
Harmonic Tension Timeline;0,684;15
Harmonic Tension Timeline;0,685;15
Harmonic Tension Timeline;0,685;28
Harmonic Tension Timeline;0,754;28
Harmonic Tension Timeline;0,754;18
Harmonic Tension Timeline;0,778;18
Harmonic Tension Timeline;0,778;36
Harmonic Tension Timeline;0,894;36
Harmonic Tension Timeline;0,894;54
Harmonic Tension Timeline;1,010;54
Harmonic Tension Timeline;1,010;72
Harmonic Tension Timeline;1,022;72
Harmonic Tension Timeline;1,022;52
Harmonic Tension Timeline;1,173;52
Harmonic Tension Timeline;1,173;34
Harmonic Tension Timeline;1,311;34
Harmonic Tension Timeline;1,311;46
Harmonic Tension Timeline;1,521;46
Harmonic Tension Timeline;1,521;27
Harmonic Tension Timeline;1,532;27
Harmonic Tension Timeline;1,532;46
Harmonic Tension Timeline;1,544;46
Harmonic Tension Timeline;1,544;20
Harmonic Tension Timeline;1,544;46
Harmonic Tension Timeline;1,591;46
Harmonic Tension Timeline;1,591;106
Harmonic Tension Timeline;1,602;106
Harmonic Tension Timeline;1,602;82
Harmonic Tension Timeline;1,602;54
Harmonic Tension Timeline;1,602;82
Harmonic Tension Timeline;1,602;106
Harmonic Tension Timeline;1,603;106
Harmonic Tension Timeline;1,603;82
Harmonic Tension Timeline;1,695;82
Harmonic Tension Timeline;1,695;108
Harmonic Tension Timeline;1,706;108
Harmonic Tension Timeline;1,706;137
Harmonic Tension Timeline;1,787;137
Harmonic Tension Timeline;1,787;106
Harmonic Tension Timeline;1,823;106
Harmonic Tension Timeline;1,823;46
Harmonic Tension Timeline;1,892;46
Harmonic Tension Timeline;1,892;34
Harmonic Tension Timeline;1,893;34
Harmonic Tension Timeline;1,893;46
Harmonic Tension Timeline;1,985;46
Harmonic Tension Timeline;1,985;27
Harmonic Tension Timeline;2,009;27
Harmonic Tension Timeline;2,009;18
Harmonic Tension Timeline;2,509;18
Harmonic Tension Timeline;2,509;9
Harmonic Tension Timeline;2,509;18
Harmonic Tension Timeline;2,579;18
Harmonic Tension Timeline;2,579;54
Harmonic Tension Timeline;2,591;54
Harmonic Tension Timeline;2,591;34
Harmonic Tension Timeline;2,591;16
Harmonic Tension Timeline;2,591;33
Harmonic Tension Timeline;2,591;54
Harmonic Tension Timeline;2,706;54
Harmonic Tension Timeline;2,706;33
Harmonic Tension Timeline;2,706;54
Harmonic Tension Timeline;2,729;54
Harmonic Tension Timeline;2,729;82
Harmonic Tension Timeline;2,765;82
Harmonic Tension Timeline;2,765;34
Harmonic Tension Timeline;2,765;82
Harmonic Tension Timeline;2,833;82
Harmonic Tension Timeline;2,833;54
Harmonic Tension Timeline;2,846;54
Harmonic Tension Timeline;2,846;18
Harmonic Tension Timeline;2,997;18
Harmonic Tension Timeline;2,997;34
Harmonic Tension Timeline;3,078;34
Harmonic Tension Timeline;3,078;22
Harmonic Tension Timeline;3,078;34
Harmonic Tension Timeline;3,229;34
Harmonic Tension Timeline;3,229;18
Harmonic Tension Timeline;3,380;18
Harmonic Tension Timeline;3,380;34
Harmonic Tension Timeline;3,473;34
Harmonic Tension Timeline;3,473;18
Harmonic Tension Timeline;3,507;18
Harmonic Tension Timeline;3,507;6
Harmonic Tension Timeline;3,530;6
Harmonic Tension Timeline;3,530;3
Harmonic Tension Timeline;3,530;6
Harmonic Tension Timeline;3,531;6
Harmonic Tension Timeline;3,531;3
Harmonic Tension Timeline;3,566;3
Harmonic Tension Timeline;3,566;9
Harmonic Tension Timeline;3,566;33
Harmonic Tension Timeline;3,600;33
Harmonic Tension Timeline;3,600;58
Harmonic Tension Timeline;3,612;58
Harmonic Tension Timeline;3,612;82
Harmonic Tension Timeline;3,670;82
Harmonic Tension Timeline;3,670;106
Harmonic Tension Timeline;3,670;132
Harmonic Tension Timeline;3,740;132
Harmonic Tension Timeline;3,740;64
Harmonic Tension Timeline;3,762;64
Harmonic Tension Timeline;3,762;46
Harmonic Tension Timeline;3,798;46
Harmonic Tension Timeline;3,798;34
Harmonic Tension Timeline;3,798;46
Harmonic Tension Timeline;3,973;46
Harmonic Tension Timeline;3,973;27
Harmonic Tension Timeline;4,031;27
Harmonic Tension Timeline;4,031;48
Harmonic Tension Timeline;4,078;48
Harmonic Tension Timeline;4,078;106
Harmonic Tension Timeline;4,159;106
Harmonic Tension Timeline;4,159;82
Harmonic Tension Timeline;4,159;36
Harmonic Tension Timeline;4,496;36
Harmonic Tension Timeline;4,496;16
Harmonic Tension Timeline;4,542;16
Harmonic Tension Timeline;4,542;6
Harmonic Tension Timeline;4,554;6
Harmonic Tension Timeline;4,554;46
Harmonic Tension Timeline;4,566;46
Harmonic Tension Timeline;4,566;29
Harmonic Tension Timeline;4,566;12
Harmonic Tension Timeline;4,566;29
Harmonic Tension Timeline;4,577;29
Harmonic Tension Timeline;4,577;43
Harmonic Tension Timeline;4,589;43
Harmonic Tension Timeline;4,589;26
Harmonic Tension Timeline;4,589;36
Harmonic Tension Timeline;4,600;36
Harmonic Tension Timeline;4,600;61
Harmonic Tension Timeline;4,623;61
Harmonic Tension Timeline;4,623;98
Harmonic Tension Timeline;4,658;98
Harmonic Tension Timeline;4,658;59
Harmonic Tension Timeline;4,658;98
Harmonic Tension Timeline;4,785;98
Harmonic Tension Timeline;4,785;59
Harmonic Tension Timeline;4,785;98
Harmonic Tension Timeline;4,786;98
Harmonic Tension Timeline;4,786;59
Harmonic Tension Timeline;4,797;59
Harmonic Tension Timeline;4,797;34
Harmonic Tension Timeline;4,867;34
Harmonic Tension Timeline;4,867;61
Harmonic Tension Timeline;5,042;61
Harmonic Tension Timeline;5,042;88
Harmonic Tension Timeline;5,053;88
Harmonic Tension Timeline;5,053;72
Harmonic Tension Timeline;5,053;88
Harmonic Tension Timeline;5,518;88
Harmonic Tension Timeline;5,518;61
Harmonic Tension Timeline;5,575;61
Harmonic Tension Timeline;5,575;36
Harmonic Tension Timeline;5,576;36
Harmonic Tension Timeline;5,576;26
Harmonic Tension Timeline;5,599;26
Harmonic Tension Timeline;5,599;43
Harmonic Tension Timeline;5,599;61
Harmonic Tension Timeline;5,609;61
Harmonic Tension Timeline;5,609;25
Harmonic Tension Timeline;5,610;25
Harmonic Tension Timeline;5,610;59
Harmonic Tension Timeline;5,610;98
Harmonic Tension Timeline;5,669;98
Harmonic Tension Timeline;5,669;78
Harmonic Tension Timeline;5,669;98
Harmonic Tension Timeline;5,726;98
Harmonic Tension Timeline;5,726;59
Harmonic Tension Timeline;5,726;98
Harmonic Tension Timeline;5,901;98
Harmonic Tension Timeline;5,901;61
Harmonic Tension Timeline;6,029;61
Harmonic Tension Timeline;6,029;97
Harmonic Tension Timeline;6,029;129
Harmonic Tension Timeline;6,041;129
Harmonic Tension Timeline;6,041;74
Harmonic Tension Timeline;6,041;129
Harmonic Tension Timeline;6,076;129
Harmonic Tension Timeline;6,076;184
Harmonic Tension Timeline;6,377;184
Harmonic Tension Timeline;6,377;138
Harmonic Tension Timeline;6,401;138
Harmonic Tension Timeline;6,401;88
Harmonic Tension Timeline;6,436;88
Harmonic Tension Timeline;6,436;61
Harmonic Tension Timeline;6,459;61
Harmonic Tension Timeline;6,459;36
Harmonic Tension Timeline;6,564;36
Harmonic Tension Timeline;6,564;24
Harmonic Tension Timeline;6,564;14
Harmonic Tension Timeline;6,575;14
Harmonic Tension Timeline;6,575;0
Harmonic Tension Timeline;6,575;14
Harmonic Tension Timeline;6,575;24
Harmonic Tension Timeline;6,598;24
Harmonic Tension Timeline;6,598;36
Harmonic Tension Timeline;6,610;36
Harmonic Tension Timeline;6,610;61
Harmonic Tension Timeline;6,668;61
Harmonic Tension Timeline;6,668;25
Harmonic Tension Timeline;6,668;61
Harmonic Tension Timeline;6,854;61
Harmonic Tension Timeline;6,854;36
Harmonic Tension Timeline;6,877;36
Harmonic Tension Timeline;6,877;61
Harmonic Tension Timeline;6,911;61
Harmonic Tension Timeline;6,911;88
Harmonic Tension Timeline;7,028;88
Harmonic Tension Timeline;7,028;135
Harmonic Tension Timeline;7,028;186
Harmonic Tension Timeline;7,109;186
Harmonic Tension Timeline;7,109;135
Harmonic Tension Timeline;7,144;135
Harmonic Tension Timeline;7,144;176
Harmonic Tension Timeline;7,156;176
Harmonic Tension Timeline;7,156;117
Harmonic Tension Timeline;7,260;117
Harmonic Tension Timeline;7,260;84
Harmonic Tension Timeline;7,318;84
Harmonic Tension Timeline;7,318;58
Harmonic Tension Timeline;7,329;58
Harmonic Tension Timeline;7,329;34
Harmonic Tension Timeline;7,330;34
Harmonic Tension Timeline;7,330;58
Harmonic Tension Timeline;7,330;84
Harmonic Tension Timeline;7,423;84
Harmonic Tension Timeline;7,423;58
Harmonic Tension Timeline;7,423;112
Harmonic Tension Timeline;7,457;112
Harmonic Tension Timeline;7,457;74
Harmonic Tension Timeline;7,527;74
Harmonic Tension Timeline;7,527;36
Harmonic Tension Timeline;7,561;36
Harmonic Tension Timeline;7,561;26
Harmonic Tension Timeline;7,561;14
Harmonic Tension Timeline;7,561;26
Harmonic Tension Timeline;7,561;36
Harmonic Tension Timeline;7,574;36
Harmonic Tension Timeline;7,574;62
Harmonic Tension Timeline;7,620;62
Harmonic Tension Timeline;7,620;99
Harmonic Tension Timeline;7,643;99
Harmonic Tension Timeline;7,643;63
Harmonic Tension Timeline;7,643;99
Harmonic Tension Timeline;7,644;99
Harmonic Tension Timeline;7,644;63
Harmonic Tension Timeline;7,759;63
Harmonic Tension Timeline;7,759;38
Harmonic Tension Timeline;7,933;38
Harmonic Tension Timeline;7,933;63
Harmonic Tension Timeline;7,945;63
Harmonic Tension Timeline;7,945;94
Harmonic Tension Timeline;7,946;94
Harmonic Tension Timeline;7,946;66
Harmonic Tension Timeline;8,028;66
Harmonic Tension Timeline;8,028;94
Harmonic Tension Timeline;8,399;94
Harmonic Tension Timeline;8,399;72
Harmonic Tension Timeline;8,411;72
Harmonic Tension Timeline;8,411;49
Harmonic Tension Timeline;8,434;49
Harmonic Tension Timeline;8,434;26
Harmonic Tension Timeline;8,469;26
Harmonic Tension Timeline;8,469;12
Harmonic Tension Timeline;8,470;12
Harmonic Tension Timeline;8,470;0
Harmonic Tension Timeline;8,492;0
Harmonic Tension Timeline;8,492;0
Harmonic Tension Timeline;8,492;0
Harmonic Tension Timeline;8,492;2
Harmonic Tension Timeline;8,573;2
Harmonic Tension Timeline;8,573;0
Harmonic Tension Timeline;8,573;4
Harmonic Tension Timeline;8,573;17
Harmonic Tension Timeline;8,584;17
Harmonic Tension Timeline;8,584;8
Harmonic Tension Timeline;8,585;8
Harmonic Tension Timeline;8,585;17
Harmonic Tension Timeline;8,585;26
Harmonic Tension Timeline;8,747;26
Harmonic Tension Timeline;8,747;10
Harmonic Tension Timeline;8,748;10
Harmonic Tension Timeline;8,748;4
Harmonic Tension Timeline;8,748;17
Harmonic Tension Timeline;8,898;17
Harmonic Tension Timeline;8,898;4
Harmonic Tension Timeline;8,898;17
Harmonic Tension Timeline;8,899;17
Harmonic Tension Timeline;8,899;4
Harmonic Tension Timeline;8,933;4
Harmonic Tension Timeline;8,933;11
Harmonic Tension Timeline;9,211;11
Harmonic Tension Timeline;9,211;23
Harmonic Tension Timeline;9,432;23
Harmonic Tension Timeline;9,432;11
Harmonic Tension Timeline;9,479;11
Harmonic Tension Timeline;9,479;4
Harmonic Tension Timeline;9,560;4
Harmonic Tension Timeline;9,560;17
Harmonic Tension Timeline;9,572;17
Harmonic Tension Timeline;9,572;23
Harmonic Tension Timeline;9,595;23
Harmonic Tension Timeline;9,595;11
Harmonic Tension Timeline;9,595;23
Harmonic Tension Timeline;9,665;23
Harmonic Tension Timeline;9,665;32
Harmonic Tension Timeline;9,711;32
Harmonic Tension Timeline;9,711;76
Harmonic Tension Timeline;9,746;76
Harmonic Tension Timeline;9,746;60
Harmonic Tension Timeline;9,827;60
Harmonic Tension Timeline;9,827;24
Harmonic Tension Timeline;9,897;24
Harmonic Tension Timeline;9,897;44
Harmonic Tension Timeline;10,107;44
Harmonic Tension Timeline;10,107;23
Harmonic Tension Timeline;10,107;44
Harmonic Tension Timeline;10,270;44
Harmonic Tension Timeline;10,270;30
Harmonic Tension Timeline;10,304;30
Harmonic Tension Timeline;10,304;17
Harmonic Tension Timeline;10,455;17
Harmonic Tension Timeline;10,455;30
Harmonic Tension Timeline;10,502;30
Harmonic Tension Timeline;10,502;10
Harmonic Tension Timeline;10,559;10
Harmonic Tension Timeline;10,559;5
Harmonic Tension Timeline;10,572;5
Harmonic Tension Timeline;10,572;10
Harmonic Tension Timeline;10,746;10
Harmonic Tension Timeline;10,746;30
Harmonic Tension Timeline;11,547;30
Harmonic Tension Timeline;11,547;10
Harmonic Tension Timeline;11,558;10
Harmonic Tension Timeline;11,558;30
Harmonic Tension Timeline;11,570;30
Harmonic Tension Timeline;11,570;17
Harmonic Tension Timeline;11,570;4
Harmonic Tension Timeline;11,570;8
Harmonic Tension Timeline;11,570;29
Harmonic Tension Timeline;11,570;35
Harmonic Tension Timeline;11,571;35
Harmonic Tension Timeline;11,571;12
Harmonic Tension Timeline;11,581;12
Harmonic Tension Timeline;11,581;29
Harmonic Tension Timeline;11,662;29
Harmonic Tension Timeline;11,662;23
Harmonic Tension Timeline;11,662;29
Harmonic Tension Timeline;11,721;29
Harmonic Tension Timeline;11,721;52
Harmonic Tension Timeline;11,767;52
Harmonic Tension Timeline;11,767;44
Harmonic Tension Timeline;12,326;44
Harmonic Tension Timeline;12,326;29
Harmonic Tension Timeline;12,372;29
Harmonic Tension Timeline;12,372;35
Harmonic Tension Timeline;12,396;35
Harmonic Tension Timeline;12,396;18
Harmonic Tension Timeline;12,442;18
Harmonic Tension Timeline;12,442;42
Harmonic Tension Timeline;12,453;42
Harmonic Tension Timeline;12,453;72
Harmonic Tension Timeline;12,465;72
Harmonic Tension Timeline;12,465;59
Harmonic Tension Timeline;12,477;59
Harmonic Tension Timeline;12,477;25
Harmonic Tension Timeline;12,477;59
Harmonic Tension Timeline;12,511;59
Harmonic Tension Timeline;12,511;28
Harmonic Tension Timeline;12,523;28
Harmonic Tension Timeline;12,523;17
Harmonic Tension Timeline;12,546;17
Harmonic Tension Timeline;12,546;8
Harmonic Tension Timeline;12,558;8
Harmonic Tension Timeline;12,558;17
Harmonic Tension Timeline;12,570;17
Harmonic Tension Timeline;12,570;37
Harmonic Tension Timeline;12,581;37
Harmonic Tension Timeline;12,581;11
Harmonic Tension Timeline;12,593;11
Harmonic Tension Timeline;12,593;22
Harmonic Tension Timeline;12,593;30
Harmonic Tension Timeline;12,593;51
Harmonic Tension Timeline;12,593;72
Harmonic Tension Timeline;12,651;72
Harmonic Tension Timeline;12,651;51
Harmonic Tension Timeline;12,651;72
Harmonic Tension Timeline;12,662;72
Harmonic Tension Timeline;12,662;48
Harmonic Tension Timeline;12,662;30
Harmonic Tension Timeline;12,662;46
Harmonic Tension Timeline;12,662;72
Harmonic Tension Timeline;12,767;72
Harmonic Tension Timeline;12,767;46
Harmonic Tension Timeline;13,243;46
Harmonic Tension Timeline;13,243;34
Harmonic Tension Timeline;13,382;34
Harmonic Tension Timeline;13,382;46
Harmonic Tension Timeline;13,405;46
Harmonic Tension Timeline;13,405;28
Harmonic Tension Timeline;13,405;61
Harmonic Tension Timeline;13,486;61
Harmonic Tension Timeline;13,486;48
Harmonic Tension Timeline;13,486;17
Harmonic Tension Timeline;13,499;17
Harmonic Tension Timeline;13,499;30
Harmonic Tension Timeline;13,556;30
Harmonic Tension Timeline;13,556;23
Harmonic Tension Timeline;13,556;10
Harmonic Tension Timeline;13,556;8
Harmonic Tension Timeline;13,556;10
Harmonic Tension Timeline;13,556;22
Harmonic Tension Timeline;13,557;22
Harmonic Tension Timeline;13,557;17
Harmonic Tension Timeline;13,568;17
Harmonic Tension Timeline;13,568;23
Harmonic Tension Timeline;13,615;23
Harmonic Tension Timeline;13,615;10
Harmonic Tension Timeline;13,615;23
Harmonic Tension Timeline;13,684;23
Harmonic Tension Timeline;13,684;10
Harmonic Tension Timeline;13,684;23
Harmonic Tension Timeline;13,800;23
Harmonic Tension Timeline;13,800;17
Harmonic Tension Timeline;13,800;23
Harmonic Tension Timeline;13,811;23
Harmonic Tension Timeline;13,811;36
Harmonic Tension Timeline;13,824;36
Harmonic Tension Timeline;13,824;18
Harmonic Tension Timeline;13,824;36
Harmonic Tension Timeline;13,893;36
Harmonic Tension Timeline;13,893;18
Harmonic Tension Timeline;13,894;18
Harmonic Tension Timeline;13,894;36
Harmonic Tension Timeline;14,394;36
Harmonic Tension Timeline;14,394;26
Harmonic Tension Timeline;14,405;26
Harmonic Tension Timeline;14,405;8
Harmonic Tension Timeline;14,452;8
Harmonic Tension Timeline;14,452;30
Harmonic Tension Timeline;14,486;30
Harmonic Tension Timeline;14,486;17
Harmonic Tension Timeline;14,499;17
Harmonic Tension Timeline;14,499;8
Harmonic Tension Timeline;14,533;8
Harmonic Tension Timeline;14,533;22
Harmonic Tension Timeline;14,545;22
Harmonic Tension Timeline;14,545;12
Harmonic Tension Timeline;14,545;22
Harmonic Tension Timeline;14,545;46
Harmonic Tension Timeline;14,568;46
Harmonic Tension Timeline;14,568;59
Harmonic Tension Timeline;14,569;59
Harmonic Tension Timeline;14,569;22
Harmonic Tension Timeline;14,579;22
Harmonic Tension Timeline;14,579;30
Harmonic Tension Timeline;14,579;51
Harmonic Tension Timeline;14,615;51
Harmonic Tension Timeline;14,615;30
Harmonic Tension Timeline;14,626;30
Harmonic Tension Timeline;14,626;51
Harmonic Tension Timeline;14,637;51
Harmonic Tension Timeline;14,637;27
Harmonic Tension Timeline;14,637;51
Harmonic Tension Timeline;14,672;51
Harmonic Tension Timeline;14,672;30
Harmonic Tension Timeline;14,765;30
Harmonic Tension Timeline;14,765;22
Harmonic Tension Timeline;15,393;22
Harmonic Tension Timeline;15,393;34
Harmonic Tension Timeline;15,450;34
Harmonic Tension Timeline;15,450;18
Harmonic Tension Timeline;15,474;18
Harmonic Tension Timeline;15,474;11
Harmonic Tension Timeline;15,508;11
Harmonic Tension Timeline;15,508;20
Harmonic Tension Timeline;15,567;20
Harmonic Tension Timeline;15,567;6
Harmonic Tension Timeline;15,567;20
Harmonic Tension Timeline;15,578;20
Harmonic Tension Timeline;15,578;11
Harmonic Tension Timeline;15,578;17
Harmonic Tension Timeline;15,590;17
Harmonic Tension Timeline;15,590;38
Harmonic Tension Timeline;15,601;38
Harmonic Tension Timeline;15,601;20
Harmonic Tension Timeline;15,601;38
Harmonic Tension Timeline;15,636;38
Harmonic Tension Timeline;15,636;54
Harmonic Tension Timeline;15,636;72
Harmonic Tension Timeline;15,718;72
